date,open,high,low,close,volume,delta,macro,macro_slow
2023-11-16T12:00:00,37272.0,37352.5,36251.0,36423.1,132320.017,-6685.153,16.103,26.507
2023-11-16T16:00:00,36423.3,36658.2,35486.1,35936.5,109707.497,-4108.261,14.552,24.817
2023-11-16T20:00:00,35936.4,36284.0,35671.2,36176.0,55654.049,-771.521,15.315,25.649
2023-11-17T00:00:00,36176.0,36687.4,36108.3,36496.0,42071.401,-881.783,15.612,26.608
2023-11-17T04:00:00,36495.9,36537.1,36143.8,36252.0,31303.977,-1949.791,14.839,25.761
2023-11-17T08:00:00,36251.9,36480.5,36129.4,36383.8,40926.634,18.084,15.257,26.218
2023-11-17T12:00:00,36383.9,36636.7,35868.3,36059.0,82165.613,-3280.717,14.228,25.092
2023-11-17T16:00:00,36059.1,37020.5,35917.1,36336.2,92733.982,2399.896,15.106,26.053
2023-11-17T20:00:00,36336.3,36762.6,36320.3,36621.9,30741.444,1352.614,16.011,27.044
2023-11-18T00:00:00,36621.9,36625.7,36364.1,36384.9,15853.958,-1021.424,14.562,26.035
2023-11-18T04:00:00,36385.0,36443.3,36196.0,36429.0,18850.646,-441.93,14.701,26.188
2023-11-18T08:00:00,36429.0,36550.0,36389.3,36417.0,15799.979,103.229,14.664,26.146
2023-11-18T12:00:00,36417.0,36693.0,36364.8,36671.9,23703.11,1342.106,15.466,27.029
2023-11-18T16:00:00,36672.0,36900.0,36605.0,36688.4,29325.213,479.723,15.518,27.086
2023-11-18T20:00:00,36688.4,36720.0,36450.0,36580.9,18188.016,-2292.22,15.18,26.714
2023-11-19T00:00:00,36580.9,36584.0,36400.0,36527.7,14245.189,113.971,14.315,26.356
2023-11-19T04:00:00,36527.6,36684.9,36492.3,36624.0,14240.947,1117.585,14.616,26.689
2023-11-19T08:00:00,36624.0,36720.9,36380.0,36459.1,20218.168,-2012.702,14.1,26.119
2023-11-19T12:00:00,36459.0,36580.0,36383.0,36575.1,19057.09,659.282,14.463,26.52
